Date,Account,Description,Payee,Amount,Category,Is_Tax_Deductible,Is_Reimbursable,Source,TransactionID,Reviewed,ReconciliationID,SourceTransactionID,Rule_Ignored,Duplicate_Ignored
2024-05-23,US Bank Checking,WEB AUTHORIZED PMT VENMO,Web Authorized Pmt Venmo,-0.01,Transfer: Venmo Funding,False,False,usbank_6055_combined.csv,de22c589d596eef580352cbc1b70cd89,True,,,False,False
2024-05-23,US Bank Checking,WEB AUTHORIZED PMT VENMO,Web Authorized Pmt Venmo,-1419.99,Transfer: Venmo Funding,False,False,usbank_6055_combined.csv,116a75ffa35916134548428c54a6d02e,True,,,False,False
2024-05-24,US Bank Checking,ZELLE INSTANT PMT TO JOHANA ALVAREZ                USB43k6iZ2Zz,Zelle Instant Pmt To Johana Alvarez,-200.0,Child-Related: Nanny,False,False,usbank_6055_combined.csv,c080ed019894f92a91a8288bbc744ef5,True,,,False,False
2024-05-24,US Bank Checking,MOBILE CHECK DEPOSIT,Mobile Check Deposit,1571.08,Income: Paycheck,False,False,usbank_6055_combined.csv,a01e7fbbebc8cadf78a7d53e2228a3c8,True,,,False,False
2024-05-24,US Bank Checking,MONTHLY MAINTENANCE FEE,Monthly Maintenance Fee,-14.95,Fees & Subscriptions: Bank Fees,False,False,usbank_6055_combined.csv,56dc2f1ca241a6d62a72d4fd31c819a0,True,,,False,False
2024-05-24,US Bank Checking,MONTHLY MAINTENANCE FEE WAIVED,Monthly Maintenance Fee Waived,14.95,Fees & Subscriptions: Bank Fees,False,False,usbank_6055_combined.csv,8d56f4e21c3b6d1f99f772d8d0e415db,True,,,False,False
2024-05-28,US Bank Checking,WEB AUTHORIZED PMT VENMO,Web Authorized Pmt Venmo,-101.7,Transfer: Venmo Funding,False,False,usbank_6055_combined.csv,9df8682a4dfe9e0add60751b2cd938f0,True,,,False,False
2024-05-28,US Bank Checking,ELECTRONIC WITHDRAWAL CHASE CREDIT CRD,Electronic Withdrawal Chase Credit Crd,-151.89,Transfer,False,False,usbank_6055_combined.csv,ada3a85afa407f1e746ca8cb33df53d0,True,REC-d787e16719df,,False,False
2024-06-03,US Bank Checking,MOBILE CHECK DEPOSIT,Mobile Check Deposit,1803.98,Income: Paycheck,False,False,usbank_6055_combined.csv,cbb480291b8eaa03bdc179e31bacf576,True,,,False,False
2024-06-03,US Bank Checking,MOBILE CHECK DEPOSIT,Mobile Check Deposit,9.23,Income: Paycheck,False,False,usbank_6055_combined.csv,a0b8ef5e9471ade8b33b6495a40a5352,True,,,False,False
2024-06-03,US Bank Checking,WEB AUTHORIZED PMT DISCOVER,Web Authorized Pmt Discover,-141.44,Transfer,False,False,usbank_6055_combined.csv,f70d87dc80ffb5d85b8851f0f4eafb9b,True,REC-6338bf5fb811,,False,False
2024-06-03,US Bank Checking,WEB AUTHORIZED PMT BRGHTWHL*...,Web Authorized Pmt Brghtwhl,-750.0,Child-Related: Afterschool,False,False,usbank_6055_combined.csv,e20e32b00b4976a1489ead20ed479991,True,,,False,False
2024-06-03,US Bank Checking,CHECK,Check,-2000.0,Home: Rent,False,False,usbank_6055_combined.csv,3a842a7f604b8984b6ed4a68be7df398,True,,,False,False
2024-06-03,US Bank Checking,COUNTER CK FEE,Counter Ck Fee,-2.0,Fees & Subscriptions: Bank Fees,False,False,usbank_6055_combined.csv,ec802487aa96dc56434d9fdd70b7e659,True,,,False,False
2024-06-04,US Bank Checking,WEB AUTHORIZED PMT VENMO,Web Authorized Pmt Venmo,-5.0,Transfer: Venmo Funding,False,False,usbank_6055_combined.csv,68ab2362e499d3422e1f53df18b88b16,True,,,False,False
2024-06-07,US Bank Checking,WEB AUTHORIZED PMT AMEX EPAYMENT,Web Authorized Pmt Amex Epayment,-448.35,Transfer,False,False,usbank_6055_combined.csv,92de4efead3784088d58ab4674bdf83b,True,REC-7269da5f67bf,,False,False
2024-06-10,US Bank Checking,ZELLE INSTANT PMT FROM MICAH ROSEN-GOLDSTEIN         JPM99aif39rj,Zelle Instant Pmt From Micah Rosen-Goldstein,1200.0,Income: Reimbursement,False,False,usbank_6055_combined.csv,c64af53bd0a478d7e1e575b7fbbe1d7c,True,,,False,False
2024-06-10,US Bank Checking,MOBILE CHECK DEPOSIT,Mobile Check Deposit,365.54,Income: Paycheck,False,False,usbank_6055_combined.csv,2cac794896e0ab647efbbaf8221010a3,True,,,False,False
2024-06-10,US Bank Checking,ELECTRONIC WITHDRAWAL WF Credit Card,Electronic Withdrawal Wf Credit Card,-80.0,Transfer,False,False,usbank_6055_combined.csv,f5648c3df7707946e378b292aa5ab9a4,True,REC-9cebe9266ca3,,False,False
2024-06-10,US Bank Checking,WEB AUTHORIZED PMT VENMO,Web Authorized Pmt Venmo,-1200.0,Transfer: Venmo Funding,False,False,usbank_6055_combined.csv,700c5659b6257365dee3129e71b6213e,True,,,False,False
2024-06-14,US Bank Checking,WEB AUTHORIZED PMT VENMO,Web Authorized Pmt Venmo,-214.0,Transfer: Venmo Funding,False,False,usbank_6055_combined.csv,3f48514180b0e949c9f26ccc12bb646f,True,,,False,False
2024-06-18,US Bank Checking,ELECTRONIC DEPOSIT JPMorgan Chase,Electronic Deposit Jpmorgan Chase,23250.0,Misc Income: Ed's Dead,False,False,usbank_6055_combined.csv,eddfa5ebab892551dbea94c38473e3b1,True,,,False,False
2024-06-18,US Bank Checking,ZELLE INSTANT PMT FROM MICAH ROSEN-GOLDSTEIN         JPM99aix60vr,Zelle Instant Pmt From Micah Rosen-Goldstein,470.0,Income: Reimbursement,False,False,usbank_6055_combined.csv,6a5242c97c20cdf6b06fc3fcc01bb41e,True,,,False,False
2024-06-18,US Bank Checking,WEB AUTHORIZED PMT BRGHTWHL*...,Web Authorized Pmt Brghtwhl,-37.5,Child-Related: Afterschool,False,False,usbank_6055_combined.csv,8e5979501f023ea148ccf36f8718f88a,True,,,False,False
2024-06-18,US Bank Checking,WEB AUTHORIZED PMT VENMO,Web Authorized Pmt Venmo,-46.72,Transfer: Venmo Funding,False,False,usbank_6055_combined.csv,223c18493f370bd4ca5b57d4d2974612,True,,,False,False
2024-06-18,US Bank Checking,WEB AUTHORIZED PMT WELLS FARGO CARD,Web Authorized Pmt Wells Fargo Card,-3000.0,Transfer,False,False,usbank_6055_combined.csv,bb0b5f059652ea2907d84ff669ca8464,True,REC-f4678727110d,,False,False
2024-06-20,US Bank Checking,ELECTRONIC DEPOSIT PAYPAL,Electronic Deposit Paypal,192.35,Income: Reimbursement,False,False,usbank_6055_combined.csv,b3c29513cd05cd3e1cb2b18390a7a659,True,,,False,False
2024-06-20,US Bank Checking,REAL TIME PAYMENT FROM MICAH ROSEN-GOLDSTEIN 20240618021000021P1BRJPC00020098775,Real Time Payment From Micah Rosen-Goldstein,300.0,Misc Income: Ed's Dead,False,False,usbank_6055_combined.csv,24cde47f2c83772a68595968afa74cf0,True,,,False,False
2024-06-20,US Bank Checking,WEB AUTHORIZED PMT VENMO,Web Authorized Pmt Venmo,-470.0,Transfer: Venmo Funding,False,False,usbank_6055_combined.csv,500f25289a3a261c60c2cc21f124f625,True,,,False,False
2024-06-20,US Bank Checking,WEB AUTHORIZED PMT COINBASE INC.,Web Authorized Pmt Coinbase Inc.,-20000.0,Income: Investment,False,False,usbank_6055_combined.csv,395b4546ae3a840e7d26ccbed95b3f36,True,,,False,False
2024-06-20,US Bank Checking,WEB AUTHORIZED PMT COINBASE INC.,Web Authorized Pmt Coinbase Inc.,-100.0,Income: Investment,False,False,usbank_6055_combined.csv,76ab10e5a3d8fc03f78fb7ef4890a10c,True,,,False,False
2024-06-20,US Bank Checking,WEB AUTHORIZED PMT VENMO,Web Authorized Pmt Venmo,-300.0,Transfer: Venmo Funding,False,False,usbank_6055_combined.csv,a4263307eb4f61c39480fad794f2fd5b,True,,,False,False
2024-06-20,US Bank Checking,WEB AUTHORIZED PMT WELLS FARGO CARD,Web Authorized Pmt Wells Fargo Card,-3000.0,Transfer,False,False,usbank_6055_combined.csv,d496088255c71ab08e425c0ac54109bb,True,REC-8ffd07121328,,False,False
2024-06-25,US Bank Checking,ELECTRONIC WITHDRAWAL CHASE CREDIT CRD,Electronic Withdrawal Chase Credit Crd,-166.09,Transfer,False,False,usbank_6055_combined.csv,2e3541d1c19dec30289ccbb211f536c6,True,REC-350035d42bce,,False,False
2024-06-26,US Bank Checking,ELECTRONIC DEPOSIT IRS  TREAS 310,Electronic Deposit Irs,2844.0,Misc Income: Tax Man,False,False,usbank_6055_combined.csv,e1d399573dfaafde5fa3cc0fe95409cc,True,,,False,False
2024-06-27,US Bank Checking,MONTHLY MAINTENANCE FEE,Monthly Maintenance Fee,-14.95,Fees & Subscriptions: Bank Fees,False,False,usbank_6055_combined.csv,296e8f811279e3bbf0c574df0b3fc043,True,,,False,False
2024-06-27,US Bank Checking,MONTHLY MAINTENANCE FEE WAIVED,Monthly Maintenance Fee Waived,14.95,Fees & Subscriptions: Bank Fees,False,False,usbank_6055_combined.csv,0537446fdf673c64bb5570cd10b6e60f,True,,,False,False
2024-07-01,US Bank Checking,MOBILE CHECK DEPOSIT,Mobile Check Deposit,40.35,Income: Paycheck,False,False,usbank_6055_combined.csv,c936eca15b1bdf9639498b21e0e7e221,True,,,False,False
2024-07-01,US Bank Checking,MOBILE CHECK DEPOSIT,Mobile Check Deposit,11.25,Income: Paycheck,False,False,usbank_6055_combined.csv,ad43708c164ed18d4f5a0867ff0f3839,True,,,False,False
2024-07-02,US Bank Checking,WEB AUTHORIZED PMT DISCOVER,Web Authorized Pmt Discover,-97.41,Transfer,False,False,usbank_6055_combined.csv,f2ed20a2184d32301da2832b31838a3f,True,REC-942ec473f3ab,,False,False
2024-07-02,US Bank Checking,WEB AUTHORIZED PMT BRGHTWHL*...,Web Authorized Pmt Brghtwhl,-115.0,Child-Related: Afterschool,False,False,usbank_6055_combined.csv,b11c5e894e7321db7bbc6f719a6ff607,True,,,False,False
2024-07-02,US Bank Checking,ELECTRONIC WITHDRAWAL KMF,Electronic Withdrawal Kmf,-240.98,Auto & Transport: Car Loan,False,False,usbank_6055_combined.csv,acac27a51f67d8593a74e2ecdbc05133,True,,,False,False
2024-07-02,US Bank Checking,CHECK,Check,-2000.0,Home: Rent,False,False,usbank_6055_combined.csv,ead8cd35f5304d3582fec066d73ab131,True,,,False,False
2024-07-02,US Bank Checking,COUNTER CK FEE,Counter Ck Fee,-2.0,Fees & Subscriptions: Bank Fees,False,False,usbank_6055_combined.csv,c99266fa01742f7594ffb8a9251b74d2,True,,,False,False
2024-07-03,US Bank Checking,ZELLE INSTANT PMT FROM MICAH ROSEN-GOLDSTEIN         JPM99ajqimab,Zelle Instant Pmt From Micah Rosen-Goldstein,1000.0,Income: Reimbursement,False,False,usbank_6055_combined.csv,0c6fa21ea3d5f2f264f21abd5a160133,True,,,False,False
2024-07-08,US Bank Checking,WEB AUTHORIZED PMT VENMO,Web Authorized Pmt Venmo,-44.61,Transfer: Venmo Funding,False,False,usbank_6055_combined.csv,b7419e105ca2027079ce4a5236d3e112,True,,,False,False
2024-07-08,US Bank Checking,WEB AUTHORIZED PMT AMEX EPAYMENT,Web Authorized Pmt Amex Epayment,-449.81,Transfer,False,False,usbank_6055_combined.csv,2c81d9f4605b63826a8ae7b615020016,True,REC-871fc2444d76,,False,False
2024-07-09,US Bank Checking,ZELLE INSTANT PMT FROM MICAH ROSEN-GOLDSTEIN         JPM99ak1neiw,Zelle Instant Pmt From Micah Rosen-Goldstein,170.0,Income: Reimbursement,False,False,usbank_6055_combined.csv,b1180c0cc063cdabc77547b0a7726d55,True,,,False,False
2024-07-10,US Bank Checking,WEB AUTHORIZED PMT VENMO,Web Authorized Pmt Venmo,-170.0,Transfer: Venmo Funding,False,False,usbank_6055_combined.csv,79ff5998c0582cad1a5487330d0217aa,True,,,False,False
2024-07-11,US Bank Checking,ELECTRONIC DEPOSIT FRANCHISE TAX BD,Electronic Deposit Franchise Tax Bd,2873.0,Misc Income: Tax Man,False,False,usbank_6055_combined.csv,184f26d3b684db65cd66eba5630102b2,True,,,False,False
2024-07-12,US Bank Checking,ZELLE INSTANT PMT TO JOHANA ALVAREZ                USBdgBbjcXHB,Zelle Instant Pmt To Johana Alvarez,-125.0,Child-Related: Nanny,False,False,usbank_6055_combined.csv,6c0c5405a615cc93c7215817c7a58f2a,True,,,False,False
2024-07-12,US Bank Checking,ZELLE INSTANT PMT FROM JOHANA ARTEAGA                WFCT0SF3DPR4,Zelle Instant Pmt From Johana Arteaga,25.0,Income: Reimbursement,False,False,usbank_6055_combined.csv,daf88a9cbedc918e269855f41d8ff4ad,True,,,False,False
2024-07-15,US Bank Checking,ELECTRONIC DEPOSIT PAYPAL,Electronic Deposit Paypal,250.0,Income: Reimbursement,False,False,usbank_6055_combined.csv,7ce6a755aa8c514bb4adcb5234e5b760,True,,,False,False
2024-07-15,US Bank Checking,ELECTRONIC DEPOSIT VENMO,Electronic Deposit Venmo,190.44,Transfer,False,False,usbank_6055_combined.csv,d8dc13b5323086f02063e079329945dd,True,REC-d54213d143c2,,False,False
2024-07-15,US Bank Checking,WEB AUTHORIZED PMT VENMO,Web Authorized Pmt Venmo,-214.0,Transfer: Venmo Funding,False,False,usbank_6055_combined.csv,9ba17fe3fd7e6d75ecaf2b3bb61f1823,True,,,False,False
2024-07-16,US Bank Checking,WEB AUTHORIZED PMT VENMO,Web Authorized Pmt Venmo,-167.0,Transfer: Venmo Funding,False,False,usbank_6055_combined.csv,16623799b7d04a14eca869ff2ac41355,True,,,False,False
2024-07-18,US Bank Checking,WEB AUTHORIZED PMT VENMO,Web Authorized Pmt Venmo,-46.72,Transfer: Venmo Funding,False,False,usbank_6055_combined.csv,f7aed97785cdc38d71dacd5476242d6f,True,,,False,False
2024-07-19,US Bank Checking,WEB AUTHORIZED PMT VENMO,Web Authorized Pmt Venmo,-120.0,Transfer: Venmo Funding,False,False,usbank_6055_combined.csv,62932d1c7fb3ef267469e00c02ad474a,True,,,False,False
2024-07-22,US Bank Checking,ZELLE INSTANT PMT FROM LEAH GOTTLIEB                 2EB0IOB01PRE,Zelle Instant Pmt From Leah Gottlieb,81.41,Income: Reimbursement,False,False,usbank_6055_combined.csv,0947deb7f4bb2a0ee5a559f0af10c5f9,True,,,False,False
2024-07-25,US Bank Checking,ELECTRONIC WITHDRAWAL CHASE CREDIT CRD,Electronic Withdrawal Chase Credit Crd,-1220.6,Transfer,False,False,usbank_6055_combined.csv,5708b56e6acefcf385108d3cec8b1454,True,REC-047f48af9fb7,,False,False
2024-07-25,US Bank Checking,MONTHLY MAINTENANCE FEE,Monthly Maintenance Fee,-14.95,Fees & Subscriptions: Bank Fees,False,False,usbank_6055_combined.csv,5954b42150bbdb02560599c3af25a1a4,True,,,False,False
2024-07-25,US Bank Checking,MONTHLY MAINTENANCE FEE WAIVED,Monthly Maintenance Fee Waived,14.95,Fees & Subscriptions: Bank Fees,False,False,usbank_6055_combined.csv,58aa0ad22fbf18fc470ef0d0d20d2447,True,,,False,False
2024-07-30,US Bank Checking,ZELLE INSTANT PMT FROM MICAH ROSEN-GOLDSTEIN         JPM99al45sk6,Zelle Instant Pmt From Micah Rosen-Goldstein,1558.17,Income: Reimbursement,False,False,usbank_6055_combined.csv,2d99211039b6f100aba7a7cfbd51735e,True,,,False,False
2024-07-31,US Bank Checking,WEB AUTHORIZED PMT VENMO,Web Authorized Pmt Venmo,-1558.17,Transfer: Venmo Funding,False,False,usbank_6055_combined.csv,cffc2862c0045b4a072724307639d50d,True,,,False,False
2024-08-01,US Bank Checking,ZELLE INSTANT PMT FROM MICAH ROSEN-GOLDSTEIN         JPM99al8rez9,Zelle Instant Pmt From Micah Rosen-Goldstein,1000.0,Income: Reimbursement,False,False,usbank_6055_combined.csv,038cb38fec9382ab2a81e84c48ea9bf0,True,,,False,False
2024-08-01,US Bank Checking,WEB AUTHORIZED PMT SO CAL GAS,Web Authorized Pmt So Cal Gas,-18.21,Home: Utilities,False,False,usbank_6055_combined.csv,2cdcb3ddacc782027963b96b1c1d782b,True,,,False,False
2024-08-02,US Bank Checking,WEB AUTHORIZED PMT DISCOVER,Web Authorized Pmt Discover,-170.86,Transfer,False,False,usbank_6055_combined.csv,aa67d1e877c53c53a1c09bd8c4c4951a,True,REC-c6d9df14cc49,,False,False
2024-08-02,US Bank Checking,WEB AUTHORIZED PMT BRGHTWHL*...,Web Authorized Pmt Brghtwhl,-187.5,Child-Related: Afterschool,False,False,usbank_6055_combined.csv,7c6c0d8364f977db3a3ce42e18614704,True,,,False,False
2024-08-02,US Bank Checking,ELECTRONIC WITHDRAWAL KMF,Electronic Withdrawal Kmf,-240.98,Auto & Transport: Car Loan,False,False,usbank_6055_combined.csv,67bc4c559ba01fd6aa46ce4cd1fdab7c,True,,,False,False
2024-08-02,US Bank Checking,CHECK,Check,-2000.0,Home: Rent,False,False,usbank_6055_combined.csv,17ea40223d688c720a1d69c06cac0d52,True,,,False,False
2024-08-02,US Bank Checking,COUNTER CK FEE,Counter Ck Fee,-2.0,Fees & Subscriptions: Bank Fees,False,False,usbank_6055_combined.csv,389d655addedacbda7733ed611d32b9e,True,,,False,False
2024-08-05,US Bank Checking,MOBILE CHECK DEPOSIT,Mobile Check Deposit,547.5,Income: Paycheck,False,False,usbank_6055_combined.csv,f89452b0af769e80a0efc23d24513843,True,,,False,False
2024-08-05,US Bank Checking,MOBILE CHECK DEPOSIT,Mobile Check Deposit,128.6,Income: Paycheck,False,False,usbank_6055_combined.csv,659d4004995ef891153805b06e5af0f9,True,,,False,False
2024-08-05,US Bank Checking,MOBILE CHECK DEPOSIT,Mobile Check Deposit,75.0,Income: Paycheck,False,False,usbank_6055_combined.csv,0c51cc66f743359b4b7fc07a36a9e59a,True,,,False,False
2024-08-05,US Bank Checking,WEB AUTHORIZED PMT COINBASE INC.,Web Authorized Pmt Coinbase Inc.,-1000.0,Income: Investment,False,False,usbank_6055_combined.csv,52e69514ef06e4eb9acf9c4c71cc01ef,True,,,False,False
2024-08-07,US Bank Checking,WEB AUTHORIZED PMT AMEX EPAYMENT,Web Authorized Pmt Amex Epayment,-533.68,Transfer,False,False,usbank_6055_combined.csv,46bc6233526a3464788b909a6479d019,True,REC-528b9843544e,,False,False
2024-08-08,US Bank Checking,ELECTRONIC WITHDRAWAL WF Credit Card,Electronic Withdrawal Wf Credit Card,-1995.04,Transfer,False,False,usbank_6055_combined.csv,8a8494c579c8c355e47d8edbb70d7fd9,True,REC-a541c1ad0775,,False,False
2024-08-12,US Bank Checking,WEB AUTHORIZED PMT TARGET CARD SRVC,Web Authorized Pmt Target Card Srvc,-19.91,Transfer,False,False,usbank_6055_combined.csv,611d1444f9cce5a8ab4b441ed7933600,True,REC-e3d26dd780de,,False,False
2024-08-15,US Bank Checking,WEB AUTHORIZED PMT VENMO,Web Authorized Pmt Venmo,-214.0,Transfer: Venmo Funding,False,False,usbank_6055_combined.csv,83a840fe104070a0909f48419785853d,True,,,False,False
2024-08-22,US Bank Checking,ELECTRONIC DEPOSIT Money Network,Electronic Deposit Money Network,2220.0,Income: Disability,False,False,usbank_6055_combined.csv,aba1424d610465eca849c5bb58744c32,True,,,False,False
2024-08-22,US Bank Checking,MOBILE CHECK DEPOSIT,Mobile Check Deposit,8.96,Income: Paycheck,False,False,usbank_6055_combined.csv,bbbd9266bf6b0df0c85e762c7de413dd,True,,,False,False
2024-08-26,US Bank Checking,ELECTRONIC WITHDRAWAL CHASE CREDIT CRD,Electronic Withdrawal Chase Credit Crd,-788.98,Transfer,False,False,usbank_6055_combined.csv,2ecd865c4154412d55c61c55171d5f70,True,REC-58c73707afd3,,False,False
2024-08-26,US Bank Checking,MONTHLY MAINTENANCE FEE,Monthly Maintenance Fee,-14.95,Fees & Subscriptions: Bank Fees,False,False,usbank_6055_combined.csv,63fec129fe6d681dc33fef962f6bda5d,True,,,False,False
2024-08-26,US Bank Checking,MONTHLY MAINTENANCE FEE WAIVED,Monthly Maintenance Fee Waived,14.95,Fees & Subscriptions: Bank Fees,False,False,usbank_6055_combined.csv,72e4a9f56cf38f0a2fded63aecd96a81,True,,,False,False
2024-09-03,US Bank Checking,ZELLE INSTANT PMT TO JOHANA ALVAREZ                USBfbdsjr9QN,Zelle Instant Pmt To Johana Alvarez,-100.0,Child-Related: Nanny,False,False,usbank_6055_combined.csv,1db9eda517792811d5aba835b1d8bad7,True,,,False,False
2024-09-03,US Bank Checking,ZELLE INSTANT PMT FROM MICAH ROSEN-GOLDSTEIN         JPM99amvjo5q,Zelle Instant Pmt From Micah Rosen-Goldstein,1000.0,Income: Reimbursement,False,False,usbank_6055_combined.csv,42338bbca749f63cdaf3e3a843bd3333,True,,,False,False
2024-09-03,US Bank Checking,WEB AUTHORIZED PMT SO CAL GAS,Web Authorized Pmt So Cal Gas,-24.5,Home: Utilities,False,False,usbank_6055_combined.csv,d1fdd3a6195dd0309d886d4d8c008d63,True,,,False,False
2024-09-03,US Bank Checking,WEB AUTHORIZED PMT DISCOVER,Web Authorized Pmt Discover,-27.18,Transfer,False,False,usbank_6055_combined.csv,49f968e6f11b1f68b42870b1a201de99,True,REC-bb5b9bfa30a2,,False,False
2024-09-03,US Bank Checking,ELECTRONIC WITHDRAWAL KMF,Electronic Withdrawal Kmf,-240.98,Auto & Transport: Car Loan,False,False,usbank_6055_combined.csv,c3248b9f1e86f509f5d0bc82f4104c92,True,,,False,False
2024-09-03,US Bank Checking,CHECK,Check,-2000.0,Home: Rent,False,False,usbank_6055_combined.csv,7b60e2436eadf1d363f99377d71b821d,True,,,False,False
2024-09-03,US Bank Checking,COUNTER CK FEE,Counter Ck Fee,-2.0,Fees & Subscriptions: Bank Fees,False,False,usbank_6055_combined.csv,91da5d4e0efa5639dd557bd125151c9c,True,,,False,False
2024-09-06,US Bank Checking,ZELLE INSTANT PMT FROM MICAH ROSEN-GOLDSTEIN         JPM99an8io9h,Zelle Instant Pmt From Micah Rosen-Goldstein,5000.0,Income: Reimbursement,False,False,usbank_6055_combined.csv,2eaea09a503335d4f61387464a33c181,True,,,False,False
2024-09-06,US Bank Checking,WEB AUTHORIZED PMT COINBASE INC.,Web Authorized Pmt Coinbase Inc.,-3500.0,Income: Investment,False,False,usbank_6055_combined.csv,563aa162b601dcd1e966efc9ca04f551,True,,,False,False
2024-09-09,US Bank Checking,WEB AUTHORIZED PMT AMEX EPAYMENT,Web Authorized Pmt Amex Epayment,-679.96,Transfer,False,False,usbank_6055_combined.csv,e6bf30093f3fd31977375f59c729c2ab,True,REC-4c47127d3a81,,False,False
2024-09-09,US Bank Checking,ELECTRONIC WITHDRAWAL WF Credit Card,Electronic Withdrawal Wf Credit Card,-635.87,Transfer,False,False,usbank_6055_combined.csv,5e55f8e98c3b1c03b1de30ee70d31627,True,REC-a671afdfd7fb,,False,False
2024-09-13,US Bank Checking,ELECTRONIC DEPOSIT JPMorgan Chase,Electronic Deposit Jpmorgan Chase,23500.0,Misc Income: Ed's Dead,False,False,usbank_6055_combined.csv,354e7ab83ec646d879cab048d144f2a4,True,,,False,False
2024-09-13,US Bank Checking,MOBILE CHECK DEPOSIT,Mobile Check Deposit,2307.3,Income: Paycheck,False,False,usbank_6055_combined.csv,722690d7802fe83259c1f30e15dc9b39,True,,,False,False
2024-09-13,US Bank Checking,MOBILE CHECK DEPOSIT,Mobile Check Deposit,340.0,Income: Paycheck,False,False,usbank_6055_combined.csv,2c598906f6bfe19ff69258886a934be5,True,,,False,False
2024-09-13,US Bank Checking,MOBILE CHECK DEPOSIT,Mobile Check Deposit,250.0,Income: Paycheck,False,False,usbank_6055_combined.csv,c6504bc5bac4a43c4d89b256628eba32,True,,,False,False
